"name","sample_location","mass_list_name","mean_area"
"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","olddry","mz_cloud",18463767.6843619
"5-[5-(methoxycarbonyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]-3-methylpentanoic acid","feedpump","mz_cloud",1493917.14500212
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","centrin","mz_cloud",4400676.29240015
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","digesterB","mz_cloud",46891720.6016268
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","digesterC","mz_cloud",12184489.5289434
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","digesterD","mz_cloud",6421137.93794329
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","newdry","mz_cloud",7782916.93351085
"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","olddry","mz_cloud",8218896.58310507
"5α-Dihydrotestosterone glucuronide","control","mz_cloud",16450029.8766898
"5α-Dihydrotestosterone glucuronide","mix","mz_cloud",9808437.81205933
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one","digesterD","mz_cloud",15232346.0269598
"6-Hexanoyl-D-erythro-sphingosine","digesterA","mz_cloud",4945654.91788521
"6-Hexanoyl-D-erythro-sphingosine","digesterB","mz_cloud",4555369.40774476
"6-Hexanoyl-D-erythro-sphingosine","digesterC","mz_cloud",7662369.20477431
"6-Hexanoyl-D-erythro-sphingosine","newdry","mz_cloud",7182594.1298857
"6-Hexanoyl-D-erythro-sphingosine","olddry","mz_cloud",6422605.84907438
"7-Hydroxycoumarine","centrin","mz_cloud",20964933.005631
"7-Hydroxycoumarine","control","mz_cloud",9641470.10098847
"7-Hydroxycoumarine","digesterC","mz_cloud",5930872.10649596
"7-Hydroxycoumarine","feedpump","mz_cloud",2959168.88033441
"7-Hydroxycoumarine","mix","mz_cloud",5577612.27913041
"7-Hydroxycoumarine","olddry","mz_cloud",4175790.94085834
"7-chloro-4-piperidinoquinoline","newdry","mz_cloud",969135.83696119
"7-{[(1S,4aS,6R,8aR)-6-Hydroxy-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl]methoxy}-2H-chromen-2-one","mix","mz_cloud",2688295.021238
"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","centrin","mz_cloud",7574092.44278284
"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","digesterC","mz_cloud",51818811.1254544
"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","digesterD","mz_cloud",17083207.8118732
"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","feedpump","mz_cloud",18597782.3263663
"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","newdry","mz_cloud",38255456.2842878
"9-Oxo-10(E),12(E)-octadecadienoic acid","centrin","mz_cloud",3199807.31318725
"9-Oxo-10(E),12(E)-octadecadienoic acid","digesterC","mz_cloud",2754055.65002561
"9-Oxo-10(E),12(E)-octadecadienoic acid","feedpump","mz_cloud",68531315.4216382
"9-Oxo-10(E),12(E)-octadecadienoic acid","newdry","mz_cloud",7931965.57923636
"9H-Fluoren-4-yl(piperidino)methanone","centrin","mz_cloud",22371481.3166664
"9H-Fluoren-4-yl(piperidino)methanone","digesterA","mz_cloud",33028137.5187408
"9H-Fluoren-4-yl(piperidino)methanone","digesterB","mz_cloud",33905478.6178925
"9H-Fluoren-4-yl(piperidino)methanone","digesterC","mz_cloud",26269427.2788458
"9H-Fluoren-4-yl(piperidino)methanone","newdry","mz_cloud",26673365.7619483
"A-836339","centrin","mz_cloud",41984754.9348923
"A-836339","control","mz_cloud",14524344.8153579
"A-836339","digesterC","mz_cloud",6305932.13170445
"A-836339","feedpump","mz_cloud",7726692.9833177
"A-836339","mix","mz_cloud",35265715.6132193
"A-836339","olddry","mz_cloud",4249892.11821461
"Acetanilide","feedpump","mz_cloud",59427870.2699912
"Anandamide (AEA)","control","mz_cloud",6934622.97121894
"Anandamide (AEA)","digesterA","mz_cloud",1234226.58730759
"Arachidonoyl amide","centrin","mz_cloud",3054551.31522276
"Arachidonoyl amide","feedpump","mz_cloud",10224649.1026309
"Arachidonoyl amide","mix","mz_cloud",3916748.05901314
"Benoxacor","feedpump","mz_cloud",6335306.94970488
"Benzenesulfonamide","centrin","mz_cloud",7545070.00231713
"Benzenesulfonamide","control","mz_cloud",57072933.1100981
"Berberine","centrin","mz_cloud",80792699.1784094
"Berberine","digesterA","mz_cloud",47173012.3963251
"Berberine","digesterB","mz_cloud",65071872.1771085
"Berberine","feedpump","mz_cloud",81341717.153208
"Berberine","newdry","mz_cloud",116333097.102012
"Berberine","olddry","mz_cloud",186552959.713994
"Bis(2-ethylhexyl) amine","centrin","mz_cloud",1051721561.88166
"Bis(2-ethylhexyl) amine","control","mz_cloud",85114548.2015846
"Bis(2-ethylhexyl) amine","digesterA","mz_cloud",206487729.047441
"Bis(2-ethylhexyl) amine","digesterB","mz_cloud",225845502.770015
"Bis(2-ethylhexyl) amine","digesterC","mz_cloud",1386858646.17744
"Bis(2-ethylhexyl) amine","digesterD","mz_cloud",1914569370.06768
"Bis(2-ethylhexyl) amine","feedpump","mz_cloud",7440771321.63603
"Bis(2-ethylhexyl) amine","mix","mz_cloud",78622741.1615057
"Bis(2-ethylhexyl) amine","newdry","mz_cloud",904519866.783522
"Bis(2-ethylhexyl) amine","olddry","mz_cloud",194794697.710469
"Boldenone cypionate","olddry","mz_cloud",75121199.4071134
"Buflomedil","control","mz_cloud",10350521.394189
"Buflomedil","mix","mz_cloud",7401399.31316972
"Butyryl trihexyl citrate","digesterA","mz_cloud",10574904.1016336
"CB-86","centrin","mz_cloud",9704857.49472721
"CB-86","digesterB","mz_cloud",2956951.57559372
"CB-86","digesterC","mz_cloud",18764119.3822028
"CB-86","digesterD","mz_cloud",12311823.580992
"CB-86","newdry","mz_cloud",18740795.5008875
"CB-86","olddry","mz_cloud",24026534.6835431
"Cetaben","newdry","mz_cloud",6077172.9785583
"Cetrimonium","centrin","mz_cloud",980353335.610462
"Cetrimonium","control","mz_cloud",105112056.994566
"Cetrimonium","digesterA","mz_cloud",3005890456.14847
"Cetrimonium","digesterB","mz_cloud",2275999860.90273
"Cetrimonium","digesterC","mz_cloud",1414209613.9374
"Cetrimonium","digesterD","mz_cloud",1481881179.15432
"Cetrimonium","feedpump","mz_cloud",1207750875.351
"Cetrimonium","mix","mz_cloud",57582279.5565798
"Cetrimonium","newdry","mz_cloud",1680530684.85587
"Cetrimonium","olddry","mz_cloud",2472758504.81078
"Chalcone","mix","mz_cloud",557919.822037286
"Cinchophen","centrin","mz_cloud",134729780.995623
"Cinchophen","digesterA","mz_cloud",180773360.365776
"Cinchophen","digesterB","mz_cloud",151058836.574126
"Cinchophen","digesterC","mz_cloud",223449411.322114
"Cinchophen","digesterD","mz_cloud",164661776.123074
"Cinchophen","feedpump","mz_cloud",54305825.9853762
"Cinchophen","newdry","mz_cloud",288896524.285214
"Cinchophen","olddry","mz_cloud",259781739.006265
"Clopidogrel carboxylic acid","centrin","mz_cloud",12526786.6913754
"Clopidogrel carboxylic acid","digesterA","mz_cloud",11208546.9164403
"Clopidogrel carboxylic acid","digesterC","mz_cloud",22001064.0502589
"Cyclohexyl phenyl ketone","centrin","mz_cloud",16640062.3392194
"Cyclohexyl phenyl ketone","digesterA","mz_cloud",26235407.989085
"Cyclohexyl phenyl ketone","digesterB","mz_cloud",36546106.8709288
"Cyclohexyl phenyl ketone","digesterC","mz_cloud",21498249.8869337
"Cyclohexyl phenyl ketone","digesterD","mz_cloud",20630719.6143358
"Cyclohexyl phenyl ketone","newdry","mz_cloud",17217084.1407488
"Cyclohexyl phenyl ketone","olddry","mz_cloud",18269256.5720982
"Decanamide","centrin","mz_cloud",11254370.0288224
"Decanamide","control","mz_cloud",14293958.5176152
"Decanamide","digesterB","mz_cloud",6808099.48420983
"Decanamide","digesterC","mz_cloud",4167742.97781196
"Decanamide","digesterD","mz_cloud",7318044.05803596
"Decanamide","feedpump","mz_cloud",7827687.25548164
"Decanamide","mix","mz_cloud",44680933.4684543
"Decanamide","olddry","mz_cloud",2830662.86088749
"Decanophenone","control","mz_cloud",5342283.07387937
"Decanophenone","olddry","mz_cloud",5168198.65260164
"Deoxynivalenol","control","mz_cloud",4516994.28896181
"Desacetyl diltiazem","centrin","mz_cloud",9294594.16026913
"Desacetyl diltiazem","feedpump","mz_cloud",21465340.7528191
"Desacetyl diltiazem","olddry","mz_cloud",36156780.0385052
"Deschloro-N-ethyl-ketamine","control","mz_cloud",9081194.89523148
"Desmethyldoxepin","mix","mz_cloud",4681187.46900112
"Detomidine","digesterB","mz_cloud",18200566.4688685
"Dibutyl phthalate","centrin","mz_cloud",6880782.37748459
"Dibutyl phthalate","digesterB","mz_cloud",4733411.27367627
"Dibutyl phthalate","digesterD","mz_cloud",6334740.565849
"Dibutyl phthalate","feedpump","mz_cloud",30627779.6414742
"Dibutyl phthalate","mix","mz_cloud",13318479.2273519
"Dibutyl phthalate","newdry","mz_cloud",6427268.21747023
"Dibutyl phthalate","olddry","mz_cloud",7262313.34566437
"Diclofensine","centrin","mz_cloud",13773879.8205184
"Diclofensine","digesterC","mz_cloud",16218978.7265605
"Diclofensine","newdry","mz_cloud",578934.013147449
"Didecyl phthalate","centrin","mz_cloud",19015549.8059745
"Didecyl phthalate","digesterA","mz_cloud",35863046.3069629
"Didecyl phthalate","digesterB","mz_cloud",50946849.7727334
"Didecyl phthalate","digesterC","mz_cloud",14648837.0307257
"Didecyl phthalate","feedpump","mz_cloud",36031323.430626
"Didecyl phthalate","olddry","mz_cloud",16879811.9804771
"Didecyldimethylammonium","centrin","mz_cloud",1022688877.01422
"Didecyldimethylammonium","control","mz_cloud",168633043.719498
