"peak_number","name","formula","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
5325,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",190.07428,191.08155,10.301,"mz_cloud",506634.870921744,"kasane wwtp (main) surface water"
5325,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",190.07428,191.08155,10.301,"mz_cloud",1007945.72658484,"kasane wwtp (overflow) surface water"
5325,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",190.07428,191.08155,10.301,"mz_cloud",984445.202168045,"glen valley (reclamation) surface water"
5325,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",190.07428,191.08155,10.301,"mz_cloud",1224797.11021229,"glen valley (recreational) surface water"
6094,"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13188,275.13912,7.141,"mz_cloud",1086942.83476479,"kasane wwtp (overflow) surface water"
6094,"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13188,275.13912,7.141,"mz_cloud",1126388.91662445,"maun wwtp (main) waste water"
7210,"1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","C14 H11 N O S",241.05635,242.06363,4.8,"mz_cloud",960184.18195172,"lecheng stream surface water"
724,"1-[5-Nitro-2-(1-pyrrolidinyl)benzyl]-1H-imidazole","C14 H16 N4 O2",272.1261,295.11533,8.471,"mz_cloud",11453471.508157,"kasane (main) surface water"
8196,"1-butyl-2-methyl-4-nitro-1H-imidazole","C8 H13 N3 O2",183.10083,184.10811,5.193,"mz_cloud",691150.68766241,"kasane wwtp (overflow) surface water"
3660,"10b-methyl-1,5,6,10b-tetrahydroimidazo[2,1-a]isoquinolin-2(3H)-one","C12 H14 N2 O",202.11061,203.11788,11.839,"mz_cloud",808668.035956198,"palapye wwtp surface water"
1003,"11-piperidino-2,3-dihydro-1H-cyclopenta[4,5]pyrido[1,2-a]benzimidazole-4-carbonitrile","C20 H20 N4",316.16752,317.1748,17.775,"mz_cloud",1110837.40972147,"palapye wwtp (eff) waste water"
1003,"11-piperidino-2,3-dihydro-1H-cyclopenta[4,5]pyrido[1,2-a]benzimidazole-4-carbonitrile","C20 H20 N4",316.16752,317.1748,17.775,"mz_cloud",1179972.90816614,"palapye wwtp surface water"
1003,"11-piperidino-2,3-dihydro-1H-cyclopenta[4,5]pyrido[1,2-a]benzimidazole-4-carbonitrile","C20 H20 N4",316.16752,317.1748,17.775,"mz_cloud",8640918.14709639,"francistown wwtp surface water"
8997,"12-Aminododecanoic acid","C12 H25 N O2",215.18859,216.19588,14.237,"mz_cloud",434832.665795982,"lecheng spring surface water"
4271,"15-Crown-5","C10 H20 O5",220.13122,221.1385,9.48,"mz_cloud",668195.682004761,"palapye wwtp (eff) waste water"
4271,"15-Crown-5","C10 H20 O5",220.13122,221.1385,9.48,"mz_cloud",2212330.64585385,"palapye wwtp surface water"
5121,"16-Heptadecyne-1,2,4-triol","C17 H32 O3",284.23532,307.22455,19.76,"mz_cloud",1747317.93744318,"lotsane dam surface water"
6240,"16-Heptadecyne-1,2,4-triol","C17 H32 O3",284.23532,307.22455,19.672,"mz_cloud",1202375.36866188,"kasane (main) surface water"
4619,"18-HETE","C20 H32 O3",320.23521,321.24249,18.064,"mz_cloud",2037466.48315435,"maun beach (after) surface water"
2608,"19(R)-HETE","C20 H32 O3",320.23524,321.24252,17.439,"mz_cloud",1626512.27515886,"palapye wwtp (eff) waste water"
2608,"19(R)-HETE","C20 H32 O3",320.23524,321.24252,17.439,"mz_cloud",2054125.63896844,"palapye wwtp surface water"
2608,"19(R)-HETE","C20 H32 O3",320.23524,321.24252,17.439,"mz_cloud",2981864.74198926,"francistown wwtp surface water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",14206354.8889362,"palapye wwtp (eff) waste water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",17392760.5035237,"palapye wwtp surface water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",8101861.93588303,"francistown wwtp surface water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",4567485.05145013,"kasane wwtp (main) surface water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",7587270.28297765,"maun wwtp (main) waste water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",12738399.1090697,"glen valley (reclamation) surface water"
406,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",273.12267,274.12995,10.711,"mz_cloud",9969568.90317352,"glen valley (recreational) surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1151010.88589834,"lecheng stream surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",323496.48371406,"palapye wwtp (eff) waste water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",321976.968645719,"palapye wwtp surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1057143.04253764,"lotsane dam surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1612757.73781322,"francistown wwtp surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",2745509.52919006,"kasane wwtp (main) surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1750254.44945832,"kasane (main) surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1464694.53631461,"maun beach (before) surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1371499.7364367,"glen valley (reclamation) surface water"
3152,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O",157.14672,158.15399,15.193,"mz_cloud",1852028.82786291,"glen valley (recreational) surface water"
2814,"2,2,6,6-Tetramethyl-4-piperidinol","C9 H19 N O",157.14673,158.15401,1.851,"mz_cloud",1500382.82601849,"francistown wwtp surface water"
2814,"2,2,6,6-Tetramethyl-4-piperidinol","C9 H19 N O",157.14673,158.15401,1.851,"mz_cloud",2497677.99262868,"maun wwtp (main) waste water"
2814,"2,2,6,6-Tetramethyl-4-piperidinol","C9 H19 N O",157.14673,158.15401,1.851,"mz_cloud",3340032.43792568,"glen valley (recreational) surface water"
4496,"2,4-dihydroxyheptadec-16-en-1-yl acetate","C19 H36 O4",328.26141,329.26881,20.717,"mz_cloud",2100233.71701322,"palapye wwtp (eff) waste water"
1133,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12885,5.007,"mz_cloud",7119446.36339689,"palapye wwtp (eff) waste water"
826,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12155,194.12883,1.554,"mz_cloud",889465.506717886,"palapye wwtp surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",1868524.18607467,"francistown wwtp surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",11667129.9794591,"kasane wwtp (main) surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",963733.206560448,"kasane wwtp (overflow) surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",6162899.40950601,"kasane (main) surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",3811113.87908375,"kasane (recreational) surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",4088046.36945335,"maun beach (before) surface water"
582,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12884,4.349,"mz_cloud",3684831.76383414,"maun beach (after) surface water"
1133,"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","C10 H15 N3 O",193.12157,194.12885,5.007,"mz_cloud",1567630.46682833,"glen valley (recreational) surface water"
7435,"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile","C17 H11 N3 O2",289.08387,290.09115,5.407,"mz_cloud",831283.107443254,"lecheng stream surface water"
7435,"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile","C17 H11 N3 O2",289.08387,290.09115,5.407,"mz_cloud",402104.510500327,"lecheng spring surface water"
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",342.11032,343.11761,16.631,"mz_cloud",10435712.6392484,"lecheng stream surface water"
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",342.11032,343.11761,16.631,"mz_cloud",570101.51450202,"lecheng spring surface water"
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",342.11032,343.11761,16.631,"mz_cloud",5560454.07425175,"palapye wwtp (eff) waste water"
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",342.11032,343.11761,16.631,"mz_cloud",2079343.86738938,"palapye wwtp surface water"
812,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","C19 H18 O6",342.11032,343.11761,16.631,"mz_cloud",378981.206357992,"lotsane dam surface water"
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",290.19962,291.2069,12.039,"mz_cloud",3291662.13957142,"palapye wwtp (eff) waste water"
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",290.19962,291.2069,12.039,"mz_cloud",4463023.69922829,"palapye wwtp surface water"
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",290.19962,291.2069,12.039,"mz_cloud",1084346.42464351,"francistown wwtp surface water"
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",290.19962,291.2069,12.039,"mz_cloud",479382.606789316,"kasane wwtp (main) surface water"
2137,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","C17 H26 N2 O2",290.19962,291.2069,12.039,"mz_cloud",1705219.40472093,"glen valley (reclamation) surface water"
6157,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",282.15802,283.1653,9.344,"mz_cloud",102880.430470603,"lotsane dam surface water"
6157,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",282.15802,283.1653,9.344,"mz_cloud",693788.275456597,"maun wwtp (main) waste water"
3380,"2-(5,6,7,8-tetrahydro[1,2,4]triazolo[4,3-a]pyrimidin-3-ylsulfanyl)-1-(2-thienyl)-1-ethanone","C11 H12 N4 O S2",280.0439,281.05118,27.845,"mz_cloud",556292.631160821,"glen valley (recreational) surface water"
4854,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",252.17266,253.1799,14.4,"mz_cloud",772137.263634763,"palapye wwtp (eff) waste water"
4854,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",252.17266,253.1799,14.4,"mz_cloud",963829.334781005,"palapye wwtp surface water"
3526,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",252.17262,253.17989,18.374,"mz_cloud",722208.077108224,"maun wwtp (main) waste water"
4550,"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one","C17 H20 O",240.15154,241.15881,18.393,"mz_cloud",1768710.54813927,"kasane wwtp (main) surface water"
4982,"2-(Dimethylamino)thiazole-5-carboxaldehyde","C6 H8 N2 O S",156.03579,157.04307,8.253,"mz_cloud",874139.126846493,"kasane wwtp (overflow) surface water"
4982,"2-(Dimethylamino)thiazole-5-carboxaldehyde","C6 H8 N2 O S",156.03579,157.04307,8.253,"mz_cloud",1541592.62615421,"maun wwtp (main) waste water"
9280,"2-(morpholinomethyl)quinazolin-4-ol","C13 H15 N3 O2",245.11579,246.12307,16.12,"mz_cloud",330575.898953379,"lecheng stream surface water"
4446,"2-({2-[(3-methyl-5-cinnolinyl)amino]-2-oxoethyl}sulfanyl)acetic acid","C13 H13 N3 O3 S",291.06797,292.07525,8.19,"mz_cloud",2129441.24413368,"francistown wwtp surface water"
4446,"2-({2-[(3-methyl-5-cinnolinyl)amino]-2-oxoethyl}sulfanyl)acetic acid","C13 H13 N3 O3 S",291.06797,292.07525,8.19,"mz_cloud",274809.373342672,"kasane wwtp (main) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",1086821.47361765,"palapye wwtp (eff) waste water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",1202801.8148665,"palapye wwtp surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",1799698.00349969,"francistown wwtp surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",1176239.24698461,"kasane wwtp (main) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",2750981.56896527,"kasane wwtp (overflow) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",676568.741846397,"kasane (main) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",794617.579999901,"kasane (recreational) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",460795.823490676,"maun beach (before) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",1588320.49638708,"maun beach (after) surface water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",4200974.57445955,"maun wwtp (main) waste water"
2281,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13719,196.14446,1.505,"mz_cloud",919620.330015736,"glen valley (reclamation) surface water"
4204,"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","C10 H17 N3 O",195.13718,196.14446,1.3,"mz_cloud",2111290.36133935,"glen valley (recreational) surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",6086376.0361493,"palapye wwtp (eff) waste water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",8651575.80373067,"palapye wwtp surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",332897.572217444,"lotsane dam surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",13753861.104708,"francistown wwtp surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",4556137.80710267,"kasane wwtp (main) surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",2074262.51167666,"kasane wwtp (overflow) surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",955521.229406582,"maun beach (after) surface water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",446562.341969943,"maun wwtp (main) waste water"
529,"2-Amino-6-methylmercaptopurine","C6 H7 N5 S",181.04229,182.04957,6.235,"mz_cloud",876060.0097023,"glen valley (reclamation) surface water"
2644,"2-Anisidine","C7 H9 N O",123.06855,124.07583,1.509,"mz_cloud",2014272.66125926,"kasane wwtp (overflow) surface water"
2644,"2-Anisidine","C7 H9 N O",123.06855,124.07583,1.509,"mz_cloud",2556253.00075186,"glen valley (recreational) surface water"
2064,"2-Arachidonoyl glycerol","C23 H38 O4",378.27692,379.2842,19.785,"mz_cloud",4327591.99616079,"palapye wwtp (eff) waste water"
2064,"2-Arachidonoyl glycerol","C23 H38 O4",378.27692,379.2842,19.785,"mz_cloud",3915746.39433937,"francistown wwtp surface water"
2064,"2-Arachidonoyl glycerol","C23 H38 O4",378.27692,379.2842,19.785,"mz_cloud",1504549.30342089,"glen valley (reclamation) surface water"
146,"2-Hydroxyatrazine","C8 H15 N5 O",197.12769,198.13497,8.371,"mz_cloud",814528.612020086,"glen valley (reclamation) surface water"
146,"2-Hydroxyatrazine","C8 H15 N5 O",197.12769,198.13497,8.371,"mz_cloud",2492653.21273641,"glen valley (recreational) surface water"
7205,"2-Hydroxybenzothiazole","C7 H5 N O S",151.00926,152.01653,11.794,"mz_cloud",991901.5722108,"kasane (main) surface water"
6053,"2-Hydroxybenzothiazole","C7 H5 N O S",151.00925,152.01653,9.097,"mz_cloud",513608.396216108,"glen valley (recreational) surface water"
1372,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09506,153.10231,5.781,"mz_cloud",4824654.51843068,"palapye wwtp (eff) waste water"
1372,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09506,153.10231,5.781,"mz_cloud",6581695.83653823,"palapye wwtp surface water"
3283,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09503,153.10231,6.663,"mz_cloud",2908304.61191449,"kasane wwtp (main) surface water"
3283,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09503,153.10231,6.663,"mz_cloud",1376885.28912541,"kasane wwtp (overflow) surface water"
6853,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09505,153.10233,9.427,"mz_cloud",1111632.71994742,"maun beach (after) surface water"
3283,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09503,153.10231,6.663,"mz_cloud",1958682.73271216,"maun wwtp (main) waste water"
1372,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09506,153.10231,5.781,"mz_cloud",752273.440570996,"glen valley (reclamation) surface water"
3283,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",152.09503,153.10231,6.663,"mz_cloud",2581428.20952825,"glen valley (recreational) surface water"
3576,"2-Methoxy-N-{[(2R,4S,5S)-5-(4-morpholinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}acetamide","C16 H29 N3 O3",311.22102,312.2283,8.755,"mz_cloud",2667183.95228775,"lotsane dam surface water"
6073,"2-Methylcyclohexan-1,3-dione","C7 H10 O2",126.06816,127.07544,7.453,"mz_cloud",1219592.59575347,"maun beach (after) surface water"
5461,"2-Naphthylamine","C10 H9 N",143.0736,144.08088,11.77,"mz_cloud",1617606.22223717,"glen valley (reclamation) surface water"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"mz_cloud",11572085.4313839,"palapye wwtp (eff) waste water"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"mz_cloud",16879784.7017606,"francistown wwtp surface water"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"mz_cloud",11907279.412358,"kasane wwtp (main) surface water"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"mz_cloud",2652415.13495051,"maun wwtp (main) waste water"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"mz_cloud",8435704.06301698,"glen valley (recreational) surface water"
2465,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.15188,267.15916,16.425,"mz_cloud",3255921.70762831,"palapye wwtp (eff) waste water"
2465,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.15188,267.15916,16.425,"mz_cloud",3435879.96544011,"palapye wwtp surface water"
3416,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.1519,267.15917,12.39,"mz_cloud",2784721.15596233,"francistown wwtp surface water"
8170,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",239.05837,240.06565,16.724,"mz_cloud",710886.250165776,"kasane wwtp (main) surface water"
5607,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",239.05929,240.06657,4.998,"mz_cloud",980622.806083496,"maun wwtp (main) waste water"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"mz_cloud",578697.528150628,"palapye wwtp (eff) waste water"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"mz_cloud",693728.205307895,"kasane wwtp (main) surface water"
9554,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12794,385.13522,20.693,"mz_cloud",250922.892364357,"maun beach (after) surface water"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"mz_cloud",1005903.50214097,"maun wwtp (main) waste water"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"mz_cloud",2384472.93700084,"glen valley (reclamation) surface water"
2646,"2-piperidinobenzoic acid","C12 H15 N O2",205.11029,206.11757,10.194,"mz_cloud",1927169.81056906,"palapye wwtp (eff) waste water"
9134,"2-piperidinobenzoic acid","C12 H15 N O2",205.11032,206.1176,5.345,"mz_cloud",415003.217731588,"lotsane dam surface water"
1748,"2-piperidinobenzoic acid","C12 H15 N O2",205.11029,206.11757,4.087,"mz_cloud",5308298.18774305,"kasane wwtp (overflow) surface water"
3072,"2-piperidinobenzoic acid","C12 H15 N O2",205.11028,206.11756,5.835,"mz_cloud",403607.578403326,"maun beach (after) surface water"
8975,"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-(3-pyridinylmethyl)acetamide","C21 H30 N4 O2",370.23683,371.24411,12.126,"mz_cloud",468234.884652349,"lecheng stream surface water"
9371,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12245,331.12973,5.225,"mz_cloud",255098.292779582,"palapye wwtp (eff) waste water"
9371,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12245,331.12973,5.225,"mz_cloud",328928.553552959,"palapye wwtp surface water"
