"name","sample_location","mean_area"
"(1R,9S)-11-(Tetrahydro-2H-pyran-4-yl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc004",4708264.1525116
"(1R,9S)-11-(Tetrahydro-2H-pyran-4-yl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",3491241.63213485
"(1R,9S)-11-(Tetrahydro-2H-pyran-4-yl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020",10380685.8659571
"(1R,9S)-11-(Tetrahydro-2H-pyran-4-yl)-5-[4-(trifluoromethoxy)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",906492.792186151
"(1R,9S)-11-Benzoyl-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",767996.377657582
"(1R,9S)-11-Benzoyl-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",6779763.65607516
"(1R,9S)-11-Benzoyl-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",2677524.48008471
"(1R,9S)-11-Benzoyl-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc15",10108779.5842358
"(1R,9S)-11-[(Dimethylamino)acetyl]-5-(5-pyrimidinyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc011",219869.494638273
"(1R,9S)-11-[(Dimethylamino)acetyl]-5-(5-pyrimidinyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18",256862.53837268
"(1R,9S)-11-[(Dimethylamino)acetyl]-5-[4-(methylsulfanyl)phenyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020",2083267.93989827
"(1R,9S)-3-(2-Fluorophenyl)-11-(2-thienylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc009",2916091.45272177
"(1R,9S)-3-(2-Fluorophenyl)-11-(2-thienylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc013",1224438.24098555
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc001",887049.216271984
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc002",227742.142506951
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",415824.280906337
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc005",335509.295047899
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc008",1085346.44390495
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc010",749876.968519098
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",1089935.08929707
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020",690705.552355436
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",718797.703067373
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc15",662228.058182131
"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18",4618737.39327955
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc001",8395118.47793059
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc002",366409.053507627
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc003",4286164.67872417
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc004",1930287.13737616
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc005",412739.985059698
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc007",353657.160691625
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc010",2248119.44087533
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc011",306777.547814331
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc012",270113.837783608
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc013",367559.496172772
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014",3965637.62908676
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023",785597.432443825
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc17",755307.073234532
"(1R,9S)-5-[(E)-2-(4-Chlorophenyl)vinyl]-11-(5-pyrimidinylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18",2716134.89655457
"(1S,2R,4S,9R,10R,14S,15S,17S)-9-(furan-3-yl)-1-hydroxy-15-[(1R)-1-hydroxy-2-methoxy-2-oxoethyl]-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.0Â?,â´.0â´,ÂaÂl.0âµ,Âaâ°]octadecan-17-yl 2-methylpropanoate","sc010",150665.722205102
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc001",174651.188490617
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc002",5946882.44758121
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc005",2560430.75345925
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc008",386295.265117093
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc013",212261.53415679
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc014",963423.305766628
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione","sc023",411312.845733701
"(1S,2S,3R,4S,7R,10S,12R,15S)-4,12-bis(acetyloxy)-1,9,15-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0Âl,Âaâ°.0â´,â·]heptadec-13-en-2-yl benzoate","qc15x",466940.529301955
"(1S,2S,3R,4S,7R,10S,12R,15S)-4,12-bis(acetyloxy)-1,9,15-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0Âl,Âaâ°.0â´,â·]heptadec-13-en-2-yl benzoate","sc009",5383533.5043594
"(1S,2S,3S,4R,5R)-4-(4-Methyl-1-piperazinyl)-2-[(4-pyridinylmethyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol","sc003",1546876.07517602
"(1S,2S,3S,4R,5R)-4-(4-Methyl-1-piperazinyl)-2-[(4-pyridinylmethyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol","sc004",2074747.7058539
"(1S,2S,3S,4R,5R)-4-(4-Methyl-1-piperazinyl)-2-[(4-pyridinylmethyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol","sc007",2362492.37989351
"(1S,2S,3aR,4S,5S,9R,11R,13aS)-4,9,11-tris(acetyloxy)-3a-hydroxy-2,5,8,8,12-pentamethyl-1H,2H,3H,3aH,4H,5H,8H,9H,10H,11H,13aH-cyclopenta[12]annulen-1-yl benzoate","sc002",870256.754842208
"(1S,2S,3aR,4S,5S,9R,11R,13aS)-4,9,11-tris(acetyloxy)-3a-hydroxy-2,5,8,8,12-pentamethyl-1H,2H,3H,3aH,4H,5H,8H,9H,10H,11H,13aH-cyclopenta[12]annulen-1-yl benzoate","sc003",1864128.96619899
"(1S,2S,3aR,4S,5S,9R,11R,13aS)-4,9,11-tris(acetyloxy)-3a-hydroxy-2,5,8,8,12-pentamethyl-1H,2H,3H,3aH,4H,5H,8H,9H,10H,11H,13aH-cyclopenta[12]annulen-1-yl benzoate","sc004",842555.612508332
"(1S,2S,3aR,4S,5S,9R,11R,13aS)-4,9,11-tris(acetyloxy)-3a-hydroxy-2,5,8,8,12-pentamethyl-1H,2H,3H,3aH,4H,5H,8H,9H,10H,11H,13aH-cyclopenta[12]annulen-1-yl benzoate","sc014",2921830.18757232
"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","sc004",436516.14336768
"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","sc008",8383669.51547878
"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","sc012",635028.050852
"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","sc17",195510.593853058
"(1S,3S)-N-Isopropyl-2,2-dimethyl-3-{[5-(phenoxymethyl)-1,2-oxazol-3-yl]methyl}cyclobutanamine","sc004",3133101.82773078
"(1S,3S)-N-Isopropyl-2,2-dimethyl-3-{[5-(phenoxymethyl)-1,2-oxazol-3-yl]methyl}cyclobutanamine","sc007",3001679.07570865
"(1S,4S,7R,10S,13S)-4,7-bis(butan-2-yl)-10-(propan-2-yl)-15,16-dithia-2,5,8,11,19-pentaazabicyclo[11.4.2]nonadecane-3,6,9,12,18-pentone","sc007",4824058.08605368
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc007",381316.606522402
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc008",1047282.18349974
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc010",150290.992138342
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc011",203951.62237998
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc012",296327.607835394
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc023",1645023.04372982
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc16",390575.340615203
"(1S,4aR,6aS,6bR,10R,11R,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","sc18",234538.507227571
"(1S,6R,11aR,13R,14aS)-1,13-dihydroxy-6-methyl-1H,4H,6H,7H,8H,9H,11aH,12H,13H,14H,14aH-cyclopenta[f]oxacyclotridecan-4-one","sc002",271366.887474241
"(1S,6R,11aR,13R,14aS)-1,13-dihydroxy-6-methyl-1H,4H,6H,7H,8H,9H,11aH,12H,13H,14H,14aH-cyclopenta[f]oxacyclotridecan-4-one","sc009",538869.376177582
"(1S,6R,11aR,13R,14aS)-1,13-dihydroxy-6-methyl-1H,4H,6H,7H,8H,9H,11aH,12H,13H,14H,14aH-cyclopenta[f]oxacyclotridecan-4-one","sc011",288680.377331279
"(1S,6R,11aR,13R,14aS)-1,13-dihydroxy-6-methyl-1H,4H,6H,7H,8H,9H,11aH,12H,13H,14H,14aH-cyclopenta[f]oxacyclotridecan-4-one","sc014",3276250.41470393
"(1S,8S,9S,10S,13R)-6,9,10-trimethyl-2-oxo-4,14-dioxatetracyclo[7.5.0.0Âa,ÂaÂl.0Âl,â·]tetradeca-3(7),5-dien-8-yl acetate","sc008",640145.445636772
"(1S,8S,9S,10S,13R)-6,9,10-trimethyl-2-oxo-4,14-dioxatetracyclo[7.5.0.0Âa,ÂaÂl.0Âl,â·]tetradeca-3(7),5-dien-8-yl acetate","sc16",352623.378837269
"(2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl)[4-(1H-indol-3-yl)piperidino]methanone","sc007",882184.80239409
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc001",3940216.47486529
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc002",1064457.55023167
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc003",3979548.4680174
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc008",309400.955039833
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc010",659112.010909762
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc011",451752.431941555
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc014",1090458.30974892
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc023",805349.47227998
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc16",297493.763648741
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc17",279221.300664093
"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone","sc18",1048266.52091142
"(2-Nitro-1-propenyl)benzene","sc003",6552708.82313491
"(2-Nitro-1-propenyl)benzene","sc004",6635310.35206481
"(2-Nitro-1-propenyl)benzene","sc007",20423931.9007844
"(2-Nitro-1-propenyl)benzene","sc008",1814284.77872063
"(2-Nitro-1-propenyl)benzene","sc009",8437818.21664616
"(2-Nitro-1-propenyl)benzene","sc020",2223898.44548569
"(2-Nitro-1-propenyl)benzene","sc15",433459.696915383
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc003",4373201.31876325
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc004",5660439.10251102
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc007",5389210.09112126
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc020",1151051.89179422
"(2E)-2-(hydroxymethyl)-3-[3-oxo-5-(propan-2-yl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4-yl]prop-2-enoic acid","sc001",258564.616495882
"(2E)-2-(hydroxymethyl)-3-[3-oxo-5-(propan-2-yl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4-yl]prop-2-enoic acid","sc007",917737.579059329
"(2E)-2-(hydroxymethyl)-3-[3-oxo-5-(propan-2-yl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4-yl]prop-2-enoic acid","sc008",10260084.9428229
"(2E)-2-(hydroxymethyl)-3-[3-oxo-5-(propan-2-yl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4-yl]prop-2-enoic acid","sc020",2366144.44458701
"(2E)-2-(hydroxymethyl)-3-[3-oxo-5-(propan-2-yl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4-yl]prop-2-enoic acid","sc023",2884974.45225394
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc012",332758.987598576
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc020",1199279.00229682
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc023",531764.924283755
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc15",494540.672395367
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc17",163509.466822041
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one","sc18",360265.747299833
"(2E)-3-(4-methoxy-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)prop-2-enoic acid","sc007",773457.542630723
"(2E)-3-(4-methoxy-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)prop-2-enoic acid","sc020",1142762.09347613
"(2E)-3-(4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)prop-2-enoic acid","sc020",4399534.03616494
"(2E)-3-[(1R,4S,7R,7aR)-1-hydroxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid","sc003",2492283.68977791
"(2E)-3-[(1R,4S,7R,7aR)-1-hydroxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid","sc007",7521871.46508325
"(2E)-3-[(1R,4S,7R,7aR)-1-hydroxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid","sc011",1390540.48001389
"(2E)-3-[(1R,4S,7R,7aR)-1-hydroxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid","sc15",423439.612860525
"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","sc009",7932944.93026225
"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","sc020",9048115.56782724
"(2E)-5-{(1R,4aS,5S,6R,8aS)-5-[(β-D-Glucopyranosyloxy)methyl]-6-hydroxy-5,8a-dimethyl-2-methylenedecahydro-1-naphthalenyl}-3-methyl-2-penten-1-yl β-D-glucopyranoside","sc005",387855.247448228
"(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide","sc003",1443550.76792048
"(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide","sc004",1414248.44293635
"(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide","sc010",9349088.2207674
"(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide","sc020",19932751.7315824
"(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide","sc023",3345032.84679363
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","sc003",2448419.10254162
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","sc004",2760766.29202839
"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","sc010",1632249.94863642
"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","sc014",1324146.02317573
"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","sc003",5861975.67069589
"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","sc004",9472070.88662896
"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","sc16",378408.555046097
"(2R)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-3,4-dihydro-2H-1-benzopyran-4-one","sc18",430830.289035021
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc003",3823578.10023245
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc004",7317043.92653571
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc007",11917828.9966745
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc001",1630743.4084235
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc002",170499.837950738
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc003",1081830.89776246
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc007",502279.905845147
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc010",543507.921477369
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc011",1143374.0175015
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc013",785396.828359592
"(2R,2'R,4'aS,6'S,7'R,8'aS)-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-6-one","sc023",771221.125701051
